2019-11-13 16:25:35,892|root        |INFO    |Running emulator
2019-11-13 16:25:35,892|root        |INFO    |Emulator run triggered
2019-11-13 16:25:35,892|root        |INFO    |sensor class instantiated
2019-11-13 16:25:35,907|root        |INFO    |topic|sensor/1|message|2019-11-13|16:25:35|6
2019-11-13 16:25:40,912|root        |INFO    |topic|sensor/1|message|2019-11-13|16:25:40|5
2019-11-13 16:25:45,917|root        |INFO    |topic|sensor/1|message|2019-11-13|16:25:45|4
2019-11-13 16:25:50,923|root        |INFO    |topic|sensor/1|message|2019-11-13|16:25:50|6
2019-11-13 16:25:55,928|root        |INFO    |topic|sensor/1|message|2019-11-13|16:25:55|4
2019-11-13 16:26:00,932|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:00|3
2019-11-13 16:26:05,938|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:05|6
2019-11-13 16:26:10,942|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:10|10
2019-11-13 16:26:15,945|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:15|6
2019-11-13 16:26:20,949|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:20|2
2019-11-13 16:26:25,954|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:25|8
2019-11-13 16:26:30,956|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:30|9
2019-11-13 16:26:35,962|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:35|7
2019-11-13 16:26:40,964|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:40|5
2019-11-13 16:26:45,965|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:45|10
2019-11-13 16:26:50,969|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:50|9
2019-11-13 16:26:55,973|root        |INFO    |topic|sensor/1|message|2019-11-13|16:26:55|3
2019-11-13 16:27:00,978|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:00|10
2019-11-13 16:27:05,980|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:05|2
2019-11-13 16:27:10,984|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:10|8
2019-11-13 16:27:15,988|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:15|5
2019-11-13 16:27:20,993|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:20|5
2019-11-13 16:27:26,064|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:26|10
2019-11-13 16:27:31,080|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:31|3
2019-11-13 16:27:36,085|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:36|2
2019-11-13 16:27:41,088|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:41|3
2019-11-13 16:27:46,095|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:46|3
2019-11-13 16:27:51,099|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:51|8
2019-11-13 16:27:56,102|root        |INFO    |topic|sensor/1|message|2019-11-13|16:27:56|5
2019-11-13 16:28:01,106|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:01|10
2019-11-13 16:28:06,112|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:06|9
2019-11-13 16:28:11,117|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:11|1
2019-11-13 16:28:16,122|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:16|8
2019-11-13 16:28:21,126|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:21|10
2019-11-13 16:28:26,131|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:26|9
2019-11-13 16:28:31,136|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:31|10
2019-11-13 16:28:36,141|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:36|5
2019-11-13 16:28:41,146|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:41|6
2019-11-13 16:28:46,148|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:46|2
2019-11-13 16:28:51,154|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:51|5
2019-11-13 16:28:56,156|root        |INFO    |topic|sensor/1|message|2019-11-13|16:28:56|10
2019-11-13 16:29:01,162|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:01|1
2019-11-13 16:29:06,165|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:06|10
2019-11-13 16:29:11,170|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:11|5
2019-11-13 16:29:16,175|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:16|1
2019-11-13 16:29:21,179|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:21|5
2019-11-13 16:29:26,183|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:26|3
2019-11-13 16:29:31,188|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:31|4
2019-11-13 16:29:36,194|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:36|6
2019-11-13 16:29:41,199|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:41|4
2019-11-13 16:29:46,203|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:46|3
2019-11-13 16:29:51,208|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:51|8
2019-11-13 16:29:56,214|root        |INFO    |topic|sensor/1|message|2019-11-13|16:29:56|10
2019-11-13 16:30:01,219|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:01|2
2019-11-13 16:30:06,224|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:06|10
2019-11-13 16:30:11,229|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:11|10
2019-11-13 16:30:16,233|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:16|3
2019-11-13 16:30:21,237|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:21|9
2019-11-13 16:30:26,244|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:26|2
2019-11-13 16:30:31,258|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:31|1
2019-11-13 16:30:36,264|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:36|3
2019-11-13 16:30:41,268|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:41|4
2019-11-13 16:30:46,272|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:46|6
2019-11-13 16:30:51,276|root        |INFO    |topic|sensor/1|message|2019-11-13|16:30:51|4
